"STATION","NAME","DATE","DAPR","DASF","MDPR","MDSF","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-02-10",,,,,"0.00","0.0","8.0","40","22","39"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-02-11",,,,,"0.00","0.0","8.0","40","-2","7"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-02-12",,,,,"0.25","4.0","12.0","19","7","14"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-02-13",,,,,"0.00","0.0","12.0","16","-16","-5"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-02-14",,,,,"0.00","0.0","12.0","23","-26","22"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-02-15",,,,,"0.00","0.0","12.0","23","-11","0"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-02-16",,,,,"0.00","0.0","12.0","11","-28","3"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-02-17",,,,,"0.00","0.0","12.0","34","-3","31"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-02-18",,,,,"0.00","0.0","12.0","37","15","22"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-02-19",,,,,"0.40","0.0","9.0","38","11","30"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-02-20",,,,,"0.00","0.0","9.0","30","1","14"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-02-21",,,,,"1.00","0.0","9.0","26","1","25"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-02-22",,,,,"2.00","0.0","9.0","35","22","28"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-02-23",,,,,"0.00","0.0","9.0","28","12","12"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-02-24",,,,,"0.00","0.0","9.0","19","-12","10"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-02-25",,,,,"0.00","0.0","9.0","23","-4","17"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-02-26",,,,,"0.00","0.0","9.0","30","-2","27"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-02-27",,,,,"0.00","0.0","9.0","27","-3","-3"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-02-28",,,,,"0.00","0.0","9.0","10","-16","8"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-03-01",,,,,"0.00","0.0","16.0","22","-5","20"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-03-02",,,,,"0.00","0.0","16.0","29","-1","21"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-03-03",,,,,"0.00","0.0","16.0","38","5","37"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-03-04",,,,,"0.00","0.0","16.0","40","19","37"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-03-05",,,,,"0.00","0.0","16.0","41","24","39"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-03-06",,,,,"0.20","0.0","14.0","47","35","35"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-03-07",,,,,"0.00","0.0","14.0","36","19","27"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-03-08",,,,,"0.00","0.0","14.0","36","11","33"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-03-09",,,,,"0.00","0.0","14.0","41","28","31"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-03-10",,,,,"0.00","0.0","14.0","37","16","32"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-03-11",,,,,"0.00","0.0","12.0","40","21","38"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-03-12",,,,,"0.00","0.0","10.0","42","26","41"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-03-13",,,,,"0.00","0.0","6.0","57","37","46"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-03-14",,,,,"0.00","0.0","4.0","46","28","38"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-03-15",,,,,"0.00","0.0","4.0","46","20","37"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-03-16",,,,,"0.00","0.0","4.0","40","28","30"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-03-17",,,,,"0.00","0.0","4.0","39","21","26"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-03-18",,,,,"0.00","0.0","4.0","32","25","31"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-03-19",,,,,"1.85","4.0",,"36","27","27"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-03-20",,,,,"0.40","4.0","12.0","33","25","27"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-03-21",,,,,"0.00","0.0","12.0","28","10","19"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-03-22",,,,,"0.00","0.0","12.0","35","2","34"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-03-23",,,,,"0.00","0.0","10.0","48","27","38"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-03-24",,,,,"0.75","0.0","8.0","40","31","37"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-03-25",,,,,"0.00","0.0","0.0","45","33","40"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-03-26",,,,,"0.00","0.0","0.0","40","25","31"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-03-27",,,,,"0.00","0.0","0.0","40","24","35"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-03-28",,,,,"0.08","0.0","0.0","36","32","33"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-03-29",,,,,"0.00","0.0","0.0","33","22","28"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-03-30",,,,,"0.00","0.0","0.0","29","25","29"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-03-31",,,,,"0.00","0.0","0.0","33","26","32"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-04-01",,,,,"0.00","0.0","0.0","44","21","43"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-04-02",,,,,"0.10","0.0","0.0","49","36","48"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-04-03",,,,,"0.20","0.0","0.0","50","43","44"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-04-04",,,,,"0.45","0.0","0.0","48","32","43"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-04-05",,,,,"0.07","0.0","0.0","44","32","35"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-04-06",,,,,"0.00","0.0","0.0","63","35","59"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-04-07",,,,,"0.00","0.0","0.0","70","40","50"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-04-08",,,,,"0.00","0.0","0.0","55","37","50"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-04-09",,,,,"1.75","0.0","0.0","58","43","47"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-04-10",,,,,"0.00","0.0","0.0","48","36","45"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-04-11",,,,,"1.00","0.0","0.0","45","33","34"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-04-12",,,,,"0.00","0.0","0.0","46","32","40"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-04-13",,,,,"0.00","0.0","0.0","43","39","42"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-04-14",,,,,"0.00","0.0","0.0","63","40","47"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-04-15",,,,,"0.00","0.0","0.0","63","31","57"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-04-16",,,,,"0.25","0.0","0.0","70","41","66"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-04-17",,,,,"0.65","0.0","0.0","67","33","33"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-04-18",,,,,"0.00","0.0","0.0","55","30","43"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-04-19",,,,,"0.15","0.0","0.0","45","28","32"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-04-20",,,,,"0.00","0.0","0.0","41","19","38"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-04-21",,,,,"0.00","0.0","0.0","47","26","38"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-04-22",,,,,"0.00","0.0","0.0","57","28","56"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-04-23",,,,,"0.00","0.0","0.0","65","34","54"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-04-24",,,,,"0.00","0.0","0.0","62","43","50"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-04-25",,,,,"0.00","0.0","0.0","56","41","54"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-04-26",,,,,"0.00","0.0","0.0","57","37","53"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-04-27",,,,,"0.00","0.0","0.0","54","30","45"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-04-28",,,,,"0.00","0.0","0.0","59","23","55"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-04-29",,,,,"0.00","0.0","0.0","68","34","65"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-04-30",,,,,"0.00","0.0","0.0","69","37","59"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-05-01",,,,,"0.00","0.0","0.0","74","44","64"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-05-02",,,,,"0.00","0.0","0.0","72","53","68"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-05-03",,,,,"0.20","0.0","0.0","70","53","68"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-05-04",,,,,"0.07","0.0","0.0","68","50","64"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-05-05",,,,,"0.00","0.0","0.0","77","49","73"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-05-06",,,,,"0.75","0.0","0.0","73","51","57"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-05-07",,,,,"0.00","0.0","0.0","73","40","61"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-05-08",,,,,"0.10","0.0","0.0","64","47","56"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-05-09",,,,,"0.00","0.0","0.0","83","54","78"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-05-10",,,,,"0.00","0.0","0.0","87","61","77"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-05-11",,,,,"0.00","0.0","0.0","82","61","74"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-05-12",,,,,"0.00","0.0","0.0","78","58","69"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-05-13",,,,,"0.00","0.0","0.0","73","43","64"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-05-14",,,,,"0.00","0.0","0.0","73","45","58"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-05-15",,,,,"0.00","0.0","0.0","73","42","55"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-05-16",,,,,"0.25","0.0","0.0","71","48","59"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-05-17",,,,,"0.05","0.0","0.0","68","46","61"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-05-18",,,,,"0.30","0.0","0.0","63","50","56"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-05-19",,,,,"0.40","0.0","0.0","65","51","64"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-05-20",,,,,"0.00","0.0","0.0","80","48","68"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-05-21",,,,,"0.00","0.0","0.0","80","54","67"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-05-22",,,,,"0.00","0.0","0.0","78","51","68"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-05-23",,,,,"0.00","0.0","0.0","73","53","63"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-05-24",,,,,"0.50","0.0","0.0","71","56","64"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-05-25",,,,,"0.40","0.0","0.0","70","57","67"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-05-26",,,,,"0.00","0.0","0.0","78","57","72"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-05-27",,,,,"0.00","0.0","0.0","73","50","67"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-05-28",,,,,"0.00","0.0","0.0","80","44","72"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-05-29",,,,,"0.00","0.0","0.0","84","49","70"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-05-30",,,,,"0.00","0.0","0.0","70","52","53"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-05-31",,,,,"0.58","0.0","0.0","64","49","54"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-06-01",,,,,"0.00","0.0","0.0","75","40","59"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-06-02",,,,,"0.00","0.0","0.0","69","54","60"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-06-03",,,,,"0.00","0.0","0.0","77","47","67"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-06-04",,,,,"0.00","0.0","0.0","80","51","78"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-06-05",,,,,"0.00","0.0","0.0","82","54","72"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-06-06",,,,,"0.00","0.0","0.0","86","61","80"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-06-07",,,,,"0.00","0.0","0.0","87","63","81"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-06-08",,,,,"0.75","0.0","0.0","86","67","70"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-06-09",,,,,"0.00","0.0","0.0","87","60","72"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-06-10",,,,,"3.25","0.0","0.0","72","58","65"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-06-11",,,,,"0.00","0.0","0.0","77","56","69"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-06-12",,,,,"0.00","0.0","0.0","73","46","67"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-06-13",,,,,"0.82","0.0","0.0","78","56","74"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-06-14",,,,,"0.00","0.0","0.0","83","55","79"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-06-15",,,,,"0.00","0.0","0.0","79","64","74"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-06-16",,,,,"0.00","0.0","0.0","89","66","68"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-06-17",,,,,"0.00","0.0","0.0","69","58","63"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-06-18",,,,,"0.00","0.0","0.0","68","58","65"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-06-19",,,,,"0.00","0.0","0.0","74","56","72"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-06-20",,,,,"0.00","0.0","0.0","81","53","73"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-06-21",,,,,"0.00","0.0","0.0","75","58","63"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-06-22",,,,,"0.00","0.0","0.0","73","50","62"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-06-23",,,,,"0.00","0.0","0.0","92","61","86"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-06-24",,,,,"0.00","0.0","0.0","86","70","68"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-06-25",,,,,"0.00","0.0","0.0","70","46","59"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-06-26",,,,,"0.00","0.0","0.0","76","39","70"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-06-27",,,,,"0.28","0.0","0.0","78","57","71"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-06-28",,,,,"0.00","0.0","0.0","74","56","63"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-06-29",,,,,"0.00","0.0","0.0","85","54","76"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-06-30",,,,,"0.00","0.0","0.0","83","64","71"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-07-01",,,,,"0.00","0.0","0.0","74","67","69"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-07-02",,,,,"0.00","0.0","0.0","75","51","64"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-07-03",,,,,"0.00","0.0","0.0","77","42","68"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-07-04",,,,,"0.00","0.0","0.0","79","48","76"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-07-05",,,,,"0.00","0.0","0.0","82","55","73"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-07-06",,,,,"0.78","0.0","0.0","79","62","66"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-07-07",,,,,"0.00","0.0","0.0","67","55","56"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-07-08",,,,,"0.00","0.0","0.0","70","50","66"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-07-09",,,,,"0.47","0.0","0.0","84","52","82"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-07-10",,,,,"0.00","0.0","0.0","83","61","61"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-07-11",,,,,"0.00","0.0","0.0","79","56","69"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-07-12",,,,,"0.47","0.0","0.0","76","59","68"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-07-13",,,,,"0.00","0.0","0.0","82","53","70"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-07-14",,,,,"0.00","0.0","0.0","82","60","74"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-07-15",,,,,"0.03","0.0","0.0","82","62","76"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-07-16",,,,,"0.04","0.0","0.0","83","64","71"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-07-17",,,,,"0.47","0.0","0.0","77","64","70"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-07-18",,,,,"0.00","0.0","0.0","73","53","64"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-07-19",,,,,"0.00","0.0","0.0","79","51","69"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-07-20",,,,,"0.00","0.0","0.0","80","55","73"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-07-21",,,,,"0.00","0.0","0.0","88","63","79"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-07-22",,,,,"0.46","0.0","0.0","80","65","73"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-07-23",,,,,"0.00","0.0","0.0","76","59","70"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-07-24",,,,,"0.00","0.0","0.0","74","59","69"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-07-25",,,,,"0.00","0.0","0.0","78","65","65"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-07-26",,,,,"0.00","0.0","0.0","81","58","70"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-07-27",,,,,"0.00","0.0","0.0","82","61","74"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-07-28",,,,,"0.00","0.0","0.0","82","49","70"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-07-29",,,,,"0.00","0.0","0.0","81","57","76"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-07-30",,,,,"0.13","0.0","0.0","82","53","69"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-07-31",,,,,"0.00","0.0","0.0","82","57","70"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-08-01",,,,,"0.15","0.0","0.0","86","56","66"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-08-02",,,,,"0.17","0.0","0.0","85","55","77"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-08-03",,,,,"0.18","0.0","0.0","87","58","77"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-08-04",,,,,"0.00","0.0","0.0","82","59","79"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-08-05",,,,,"0.11","0.0","0.0","86","59","68"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-08-06",,,,,"0.28","0.0","0.0","88","65","82"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-08-07",,,,,"0.05","0.0","0.0","83","58","67"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-08-08",,,,,"0.00","0.0","0.0","69","42","66"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-08-09",,,,,"0.00","0.0","0.0","76","48","70"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-08-10",,,,,"0.00","0.0","0.0","81","50","67"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-08-11",,,,,"0.00","0.0","0.0","70","60","65"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-08-12",,,,,"0.00","0.0","0.0","82","62","78"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-08-13",,,,,"0.00","0.0","0.0","90","62","82"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-08-14",,,,,"0.00","0.0","0.0","92","65","85"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-08-15",,,,,"0.00",,"0.0","95","66","86"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-08-16",,,,,"0.15","0.0","0.0","94","63","76"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-08-17",,,,,"0.00","0.0","0.0","94","69","89"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-08-18",,,,,"0.00","0.0","0.0","89","58","75"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-08-19",,,,,"0.09","0.0","0.0","83","51","66"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-08-20",,,,,"0.00","0.0","0.0","72","57","65"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-08-21",,,,,"0.00","0.0","0.0","79","60","74"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-08-22",,,,,"0.00","0.0","0.0","86","65","74"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-08-23",,,,,"0.00","0.0","0.0","90","63","86"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-08-24",,,,,"0.00","0.0","0.0","91","71","84"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-08-25",,,,,"0.00","0.0","0.0","84","51","65"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-08-26",,,,,"0.00","0.0","0.0","74","46","68"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-08-27",,,,,"0.00","0.0","0.0","78","41","75"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-08-28",,,,,"0.20","0.0","0.0","82","56","70"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-08-29",,,,,"0.00","0.0","0.0","74","49","58"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-08-30",,,,,"0.00","0.0","0.0","76","44","73"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-08-31",,,,,"0.11","0.0","0.0","78","57","75"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-09-01",,,,,"0.00","0.0","0.0","88","63","82"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-09-02",,,,,"0.00","0.0","0.0","83","68","74"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-09-03",,,,,"0.00","0.0","0.0","85","55","78"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-09-04",,,,,"0.00","0.0","0.0","91","60","80"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-09-05",,,,,"0.00","0.0","0.0","94","66","85"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-09-06",,,,,"0.00","0.0","0.0","100","71","93"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-09-07",,,,,"0.03","0.0","0.0","93","67","72"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-09-08",,,,,"1.12","0.0","0.0","84","67","69"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-09-09",,,,,"0.00","0.0","0.0","75","58","67"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-09-10",,,,,"0.00","0.0","0.0","67","55","59"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-09-11",,,,,"0.00","0.0","0.0","66","37","61"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-09-12",,,,,"0.21","0.0","0.0","71","48","62"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-09-13",,,,,"0.72","0.0","0.0","63","50","53"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-09-14",,,,,"0.00","0.0","0.0","62","50","58"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-09-15",,,,,"0.00","0.0","0.0","71","47","64"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-09-16",,,,,"0.00","0.0","0.0","65","42","53"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-09-17",,,,,"0.00","0.0","0.0","61","38","56"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-09-18",,,,,"0.32","0.0","0.0","57","46","51"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-09-19",,,,,"0.00","0.0","0.0","60","49","57"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-09-20",,,,,"0.00","0.0","0.0","67","53","62"
"USC00473405","HANCOCK EXPERIMENTAL FARM, WI US","1922-09-21",,,,,"0.00","0.0","0.0","70","44","63"
