DNR Parameter,Parameter Description,Alternate IDs,Result Type,Result Value,Units,LOD,LOQ,Lower Bound,Upper Bound,Sig Figs,Dec. Places,Sample/Labslip ID,Waterbody ID #,Field #,Sample Collected (Start) Date,Sample Description,Sample Location,Account #,Sample Depth
940,CHLORIDE,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,1,6.52,MG/L,1,3.2,,,3,2,432719002,,LL02 022219,2/22/2019 10:26,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL02 MONITORING WELL,WQ030,17.2F
940,CHLORIDE,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,3,1.37,MG/L,1,3.2,,,3,2,432719003,,LL07 022219,2/22/2019 9:48,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL07 MONITORING WELL,WQ030,18.7F
940,CHLORIDE,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,3,1.49,MG/L,1,3.2,,,3,2,432719004,,LL06 022119,2/21/2019 16:26,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL06 MONITORING WELL,WQ030,32.75F
940,CHLORIDE,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,3,2.12,MG/L,1,3.2,,,3,2,432719005,,PFL03 022119,2/21/2019 11:18,MID-SCREEN OF WELL / PERISTALTIC PUMP,PFL03 MONITORING WELL,WQ030,34F
940,CHLORIDE,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,3,2.71,MG/L,1,3.2,,,3,2,432719006,,PFL07 022119,2/21/2019 10:14,MID-SCREEN OF WELL / PERISTALTIC PUMP,PFL07 MONITORING WELL,WQ030,13.09F
940,CHLORIDE,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,1,4.36,MG/L,1,3.2,,,3,2,432719007,,PFL02 022119,2/21/2019 13:39,MID-SCREEN OF WELL / PERISTALTIC PUMP,PFL02 MONITORING WELL,WQ030,32F
940,CHLORIDE,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,3,2.92,MG/L,1,3.2,,,3,2,432719008,,PFL04 022119,2/21/2019 12:16,MID-SCREEN OF WELL / PERISTALTIC PUMP,PFL04 MONITORING WELL,WQ030,17.3F
940,CHLORIDE,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,1,12.8,MG/L,1,3.2,,,3,1,432719009,1012500,PLAIN 022119,2/21/2019 14:55,DEEP HOLE / INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,WQ030,0-2M
940,CHLORIDE,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,3,1.64,MG/L,1,3.2,,,3,2,432719010,1000800,LONG 022219,2/22/2019 12:17,DEEP HOLE / INTEGRATED SAMPLER,LONG LAKE - WINTER CHEMISTRY,WQ030,0-2M
940,CHLORIDE,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,1,4.35,MG/L,1,3.2,,,3,2,442253001,106900,PLEAS 042419,4/24/2019 15:41,DEEP HOLE / INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,WQ030,0-2M
940,CHLORIDE,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,1,12.3,MG/L,1,3.2,,,3,1,442253002,1012500,PLAIN 042419,4/24/2019 12:57,DEEP HOLE / INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,WQ030,0-2M
940,CHLORIDE,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,3,1.89,MG/L,1,3.2,,,3,2,442253003,1000800,LONG 042419,4/24/2019 13:57,DEEP HOLE / INTEGRATED SAMPLER,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,WQ030,0-2M
940,CHLORIDE,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,1,3.6,MG/L,1,3.2,,,3,2,433206001,,PSNT03 022719,2/27/2019 14:29,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PSNT03 MONITORING WELL,WQ030,25F
940,CHLORIDE,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,1,4,MG/L,1,3.2,,,3,2,433206002,106900,PLEAS 022719,2/27/2019 9:34,DEEP HOLE- INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,WQ030,0-2M
940,CHLORIDE,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,3,1.59,MG/L,1,3.2,,,3,2,433206003,,PSNT01 022719,2/27/2019 10:55,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PSNT01 MONITORING WELL,WQ030,23F
940,CHLORIDE,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,1,3.77,MG/L,1,3.2,,,3,2,433206004,,PSNT11 022719,2/27/2019 13:40,MID-SCREEN OF WELL/PERISTALTIC PUMP,PSNT11 MONITORING WELL,WQ030,10F
940,CHLORIDE,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,1,46.1,MG/L,1,3.2,,,3,1,433206005,,PSNT06 022719,2/27/2019 15:36,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PSNT06 MONITORING WELL,WQ030,20F
940,CHLORIDE,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,1,30.3,MG/L,1,3.2,,,3,1,433206006,,PSNT16 022719,2/27/2019 12:31,MID-SCREEN OF WELL/PERISTALTIC PUMP,PSNT16 MONITORING WELL,WQ030,23F
940,CHLORIDE,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,3,1.95,MG/L,1,3.2,,,3,2,442376001,,LL03 042319,4/23/2019 13:11,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL03 MONITORING WELL,WQ030,22.75F
940,CHLORIDE,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,3,1.46,MG/L,1,3.2,,,3,2,442376002,,LL06 042319,4/23/2019 15:37,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL06 MONITORING WELL,WQ030,31.1F
940,CHLORIDE,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,3,1.16,MG/L,1,3.2,,,3,2,442376003,,LL07 042319,4/23/2019 13:49,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL07 MONITORING WELL,WQ030,27.5F
940,CHLORIDE,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,3,1.9,MG/L,1,3.2,,,3,2,442376004,,LL09 042319,4/23/2019 14:57,MID SCREEN OF WELL / PERISTALTIC PUMP,LL09 MONITORING WELL,WQ030,23.7F
940,CHLORIDE,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,3,2.72,MG/L,1,3.2,,,3,2,442376005,,PFL02 042319,4/23/2019 12:32,MID-SCREEN OF WELL / PERISTALTIC PUMP,PFL02 MONITORING WELL,WQ030,32.4F
940,CHLORIDE,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,3,2.36,MG/L,1,3.2,,,3,2,442376006,,PFL03 042319,4/23/2019 11:05,MID-SCREEN OF WELL / PERISTALTIC PUMP,PFL03 MONITORING WELL,WQ030,34.7F
940,CHLORIDE,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,1,3.55,MG/L,1,3.2,,,3,2,442376007,,PFL05 042319,4/23/2019 10:30,MID-SCREEN OF WELL / PERISTALTIC PUMP,PFL05 MONITORING WELL,WQ030,24.4F
940,CHLORIDE,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,1,28.6,MG/L,1,3.2,,,3,1,442376008,,PFL09 042319,4/23/2019 11:38,MID-SCREEN OF WELL / WATERRA PUMP,PFL09 MONITORING WELL,WQ030,40.8F
940,CHLORIDE,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,3,2.29,MG/L,1,3.2,,,3,2,442376009,,PSNT01 042419,4/24/2019 10:54,MID-SCREEN OF WELL / PERISTALTIC PUMP,PSNT01 MONITORING WELL,WQ030,22.42F
940,CHLORIDE,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,1,3.95,MG/L,1,3.2,,,3,2,442376010,,PSNT03 042319,4/23/2019 17:24,MID-SCREEN OF WELL / PERISTALTIC PUMP,PSNT03 MONITORING WELL,WQ030,24.6F
940,CHLORIDE,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,1,11.3,MG/L,1,3.2,,,3,1,442376011,,PSNT05 042319,4/23/2019 16:45,MID-SCREEN OF WELL / WATERRA PUMP,PSNT05 MONITORING WELL,WQ030,50.3F
940,CHLORIDE,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,1,32.1,MG/L,1,3.2,,,3,1,442376012,,PSNT16 042419,4/24/2019 11:39,MID-SCREEN OF WELL / PERISTALTIC PUMP,PSNT16 MONITORING WELL,WQ030,31.2F
940,CHLORIDE,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,3,1.52,MG/L,1,3.2,,,3,2,453036001,,PSNT01 061919,6/19/2019 13:26,MID-SCREEB OF WELL/ PERISTALTIC PUMP,PSNT01 MONITORING WELL,WQ030,21 F
940,CHLORIDE,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,1,3.95,MG/L,1,3.2,,,3,2,453036002,,PSNT03 061919,6/19/2019 15:46,MID-SCREEN OF WELL/ PERSTALTIC PUMP,PSNT03 MONITORING WELL,WQ030,24 F
940,CHLORIDE,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,1,5.94,MG/L,1,3.2,,,3,2,453036003,,PSNT05 061919,6/19/2019 14:56,MID-SCREEN OF WELL/ WATERRA PUMP,PSNT05 MONITORING WELL,WQ030,50 F
940,CHLORIDE,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,1,37.3,MG/L,1,3.2,,,3,1,453036004,,PSNT16 061919,6/19/2019 14:07,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PSNT16 MONITORING WELL,WQ030,31 F
940,CHLORIDE,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,3,3.05,MG/L,1,3.2,,,3,2,453036005,,PFL02 061819,6/18/2019 12:10,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PFL02 MONITORING WELL,WQ030,32 F
940,CHLORIDE,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,3,2.11,MG/L,1,3.2,,,3,2,453036006,,PFL03 061819,6/18/2019 11:21,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PFL03 MONITORING WELL,WQ030,33 F
940,CHLORIDE,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,1,4.38,MG/L,1,3.2,,,3,2,453036007,,PFL05 061819,6/18/2019 10:22,MID-SCREEN OF WELL / PERISTALTIC PUMP,PFL05 MONITORING WELL,WQ030,24 F
940,CHLORIDE,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,1,17.3,MG/L,1,3.2,,,3,1,453036008,,PFL09 061919,6/19/2019 10:02,MID-SCREEN OF WELL/ WATERRA PUMP/ MID SCREEN OF WELL,PFL09 MONITORING WELL,WQ030,40 F
940,CHLORIDE,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,3,1.39,MG/L,1,3.2,,,3,2,453036009,,LL03 061819,6/18/2019 13:26,MID-SCREEN OF WELL/ PERISTALTIC PUMP,LL03 MONITORING WELL,WQ030,22 F
940,CHLORIDE,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,3,1.53,MG/L,1,3.2,,,3,2,453036010,,LL06 061919,6/19/2019 11:52,MID-SCREEN OF WELL/ PERISTALTIC PUMP,LL06 MONITORING WELL,WQ030,30 F
940,CHLORIDE,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,3,1.24,MG/L,1,3.2,,,3,2,453036011,,LL07 061819,6/18/2019 14:08,MID-SCREEN OF WELL/ PERISTALTIC,LL07 MONITORING WELL,WQ030,27 F
940,CHLORIDE,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,3,1.9,MG/L,1,3.2,,,3,2,453036012,,LL09 061919,6/19/2019 11:11,MID-SCREEN OF WELL/ PERISTALTIC PUMP,LL09 MONITORING WELL,WQ030,23 F
921,MAGNESIUM TOTAL RECOVERABLE,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,1,16,MG/L,0.1,0.3,,,3,1,394040001,1012500,PLA71218,7/12/2018 10:41,,PLAINFIELD LAKE-DEEP HOLE,WQ030,0-1.5M
921,MAGNESIUM TOTAL RECOVERABLE,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,1,18.6,MG/L,0.1,0.3,,,3,1,394040002,106900,PLE71218,7/12/2018 13:30,,PLEASANT LAKE-DEEP HOLE,WQ030,0-2M
921,MAGNESIUM TOTAL RECOVERABLE,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,1,5.31,MG/L,0.1,0.3,,,3,2,394040003,1000800,LONG71218,7/12/2018 11:57,,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,WQ030,0-1.5M
921,MAGNESIUM TOTAL RECOVERABLE,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,1,4.72,MG/L,0.1,0.3,,,3,2,388424001,1000800,LL61318,6/13/2018 11:05,LONG LAKE DEEPHOLE - INTEGRATED SAMPLER,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,WQ030,
921,MAGNESIUM TOTAL RECOVERABLE,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,1,17.5,MG/L,0.1,0.3,,,3,1,388424002,106900,PLE61318,6/13/2018 13:55,PLEASANT LAKE - DEEP HOLE - INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,WQ030,
921,MAGNESIUM TOTAL RECOVERABLE,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,1,15.1,MG/L,0.1,0.3,,,3,1,388424003,1012500,PL61318,6/13/2018 12:17,PLAINFIELD LAKE - DEEP HOLE - INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,WQ030,
921,MAGNESIUM TOTAL RECOVERABLE,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,1,18.8,MG/L,0.1,0.3,,,3,1,412650001,106900,PSNT10418,10/4/2018 12:13,DEEP HOLE/INTEGRATED SAMPLE,PLEASANT LAKE-DEEP HOLE,WQ030,0-6F
921,MAGNESIUM TOTAL RECOVERABLE,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,1,5.59,MG/L,0.1,0.3,,,3,2,412650002,1000800,LL10418,10/4/2018 10:15,DEEP HOLE/INTEGRATED SAMPLE,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,WQ030,0-1.5M
921,MAGNESIUM TOTAL RECOVERABLE,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,1,16.4,MG/L,0.1,0.3,,,3,1,412650003,1012500,PFL10418,10/4/2018 10:01,DEEP HOLE/INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,WQ030,0-6F
921,MAGNESIUM TOTAL RECOVERABLE,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,1,17.6,MG/L,0.1,0.3,,,3,1,417235003,106900,PLEAS103118,10/31/2018 14:20,DEEP HOLE / INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,WQ030,0-6F
921,MAGNESIUM TOTAL RECOVERABLE,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,1,15.3,MG/L,0.1,0.3,,,3,1,417235001,1012500,PLAIN103118,10/31/2018 10:25,DEEP HOLE / INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,WQ030,0-6F
921,MAGNESIUM TOTAL RECOVERABLE,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,1,4.99,MG/L,0.1,0.3,,,3,2,417235002,1000800,LONG103118,10/31/2018 11:34,DEEP HOLE / INTEGRATED SAMPLER,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,WQ030,0-1.5M
921,MAGNESIUM TOTAL RECOVERABLE,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,1,16.8,MG/L,0.1,0.3,,,3,1,396890001,1012500,PLAIN 072518,7/25/2018 10:27,DEEP HOLE INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,WQ030,0-6F
921,MAGNESIUM TOTAL RECOVERABLE,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,1,5.85,MG/L,0.1,0.3,,,3,2,396890002,1000800,LONG 072518,7/25/2018 11:32,DEEP HOLE INTEGRATED SAMPLER,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,WQ030,0-1.5M
921,MAGNESIUM TOTAL RECOVERABLE,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,1,18.7,MG/L,0.1,0.3,,,3,1,396890003,106900,PLEAS 072518,7/25/2018 13:24,DEEP HOLE/ INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,WQ030,0-6F
921,MAGNESIUM TOTAL RECOVERABLE,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,1,22.7,MG/L,0.1,0.3,,,3,1,415224001,,PSNT01 101718,10/17/2018 9:05,MID-SCREEN OF WELL / PERISTALTIC PUMP,PSNT01 MONITORING WELL,WQ030,20.4F
921,MAGNESIUM TOTAL RECOVERABLE,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,1,33.6,MG/L,0.1,0.3,,,3,1,415224002,,PSNT16 101718,10/17/2018 9:59,MID-SCREEN OF WELL / PERISTALTIC PUMP,PSNT16 MONITORING WELL,WQ030,29.3F
921,MAGNESIUM TOTAL RECOVERABLE,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,1,22.8,MG/L,0.1,0.3,,,3,1,415224003,,PSNT06 101718,10/17/2018 12:02,MID-SCREEN OF WELL / PERISTALTIC PUMP,PSNT06 MONITORING WELL,WQ030,25.1F
921,MAGNESIUM TOTAL RECOVERABLE,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,1,14.9,MG/L,0.1,0.3,,,3,1,415224004,,PSNT03 101718,10/17/2018 11:23,MID-SCREEN OF WELL / PERISTALTIC PUMP,PSNT03 MONITORING WELL,WQ030,22.6F
921,MAGNESIUM TOTAL RECOVERABLE,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,1,10.9,MG/L,0.1,0.3,,,3,1,415224005,,PSNT11 101718,10/17/2018 10:46,MID-SCREEN OF WELL / PERISTALTIC PUMP,PSNT11 MONITORING WELL,WQ030,6.9F
921,MAGNESIUM TOTAL RECOVERABLE,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,1,32.5,MG/L,0.1,0.3,,,3,1,415224006,,LL03 101718,10/17/2018 15:12,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL03 MONITORING WELL,WQ030,20.7F
921,MAGNESIUM TOTAL RECOVERABLE,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,1,12.5,MG/L,0.1,0.3,,,3,1,415224007,,LL02 101718,10/17/2018 14:38,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL02 MONITORING WELL,WQ030,15.2F
921,MAGNESIUM TOTAL RECOVERABLE,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,1,23.5,MG/L,0.1,0.3,,,3,1,415224008,,LL06 101618,10/16/2018 17:33,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL06 MONITORING WELL,WQ030,29.2F
921,MAGNESIUM TOTAL RECOVERABLE,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,1,19,MG/L,0.1,0.3,,,3,1,415224009,,LL07 101618,10/16/2018 16:37,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL07 MONITORING WELL,WQ030,25.7F
921,MAGNESIUM TOTAL RECOVERABLE,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,1,31.5,MG/L,0.1,0.3,,,3,1,415224010,,PFL03 101618,10/16/2018 10:55,MID-SCREEN OF WELL / PERISTALTIC PUMP,PFL03 MONITORING WELL,WQ030,31.7F
921,MAGNESIUM TOTAL RECOVERABLE,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,1,46.6,MG/L,0.1,0.3,,,3,1,415224011,,PFL02 101618,10/16/2018 12:58,MONITORING WELL / MID-SCREEN OF WELL / PERISTALTIC PUMP,PFL02 MONITORING WELL,WQ030,30.4F
921,MAGNESIUM TOTAL RECOVERABLE,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,1,12.4,MG/L,0.1,0.3,,,3,1,415224012,,PFL07 101618,10/16/2018 10:06,MID-SCREEN OF WELL / PERISTALTIC PUMP,PFL07 MONITORING WELL,WQ030,11.1F
921,MAGNESIUM TOTAL RECOVERABLE,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,1,25.5,MG/L,0.1,0.3,,,3,1,415224013,,PFL04 101618,10/16/2018 11:51,MID-SCREEN OF WELL / PERISTALTIC PUMP,PFL04 MONITORING WELL,WQ030,14.9F
921,MAGNESIUM TOTAL RECOVERABLE,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,1,5.02,MG/L,0.1,0.3,,,3,2,384140001,1000800,LONG52218,5/22/2018 13:00,INTEGRATED SAMPLER,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,WQ030,0-1M
921,MAGNESIUM TOTAL RECOVERABLE,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,1,19.2,MG/L,0.1,0.3,,,3,1,384140002,106900,PLEASANT52218,5/22/2018 16:20,INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,WQ030,0-6F
921,MAGNESIUM TOTAL RECOVERABLE,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,1,15.7,MG/L,0.1,0.3,,,3,1,384140003,1012500,PLAINFIELD 52218,5/22/2018 14:30,INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,WQ030,0-6F
921,MAGNESIUM TOTAL RECOVERABLE,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,2,ND,MG/L,0.1,0.3,,,3,0,384140004,1012500,PLAIN BLANK,5/22/2018 14:30,INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,WQ030,0-6F
921,MAGNESIUM TOTAL RECOVERABLE,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,1,15.5,MG/L,0.1,0.3,,,3,1,384140005,1012500,PLAIN DUP 52218,5/22/2018 14:30,INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,WQ030,0-6F
921,MAGNESIUM TOTAL RECOVERABLE,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,1,17.2,MG/L,0.1,0.3,,,3,1,391533001,106900,PLEASANT 062818,6/28/2018 13:40,PLEASANT LAKE - DEEPHOLE INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,WQ030,0-6F
921,MAGNESIUM TOTAL RECOVERABLE,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,1,14.8,MG/L,0.1,0.3,,,3,1,391533002,1012500,PLAINFIELD 062818,6/28/2018 12:00,INTEGRATED SAMPLER - PLAINFIELD DEEP HOLE,PLAINFIELD LAKE-DEEP HOLE,WQ030,0-6F
921,MAGNESIUM TOTAL RECOVERABLE,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,1,4.86,MG/L,0.1,0.3,,,3,2,391533003,1000800,LONG 062818,6/28/2018 10:15,LONG LAKE DEEP HOLE - INTEGRATED SAMPLER,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,WQ030,0-1.5M
921,MAGNESIUM TOTAL RECOVERABLE,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,1,17.2,MG/L,0.1,0.3,,,3,1,415205001,106900,PLEAS 101718,10/17/2018 12:39,DEEP HOLE / INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,WQ030,0-6F
921,MAGNESIUM TOTAL RECOVERABLE,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,2,ND,MG/L,0.1,0.3,,,3,0,415205002,106900,PLEAS BLANK 101718,10/17/2018 12:39,DEEP HOLE/ INTEGRATED SAMPLER BLANK,PLEASANT LAKE-DEEP HOLE,WQ030,0-6F
921,MAGNESIUM TOTAL RECOVERABLE,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,1,17.2,MG/L,0.1,0.3,,,3,1,415205003,106900,PLEAS DUP 101718,10/17/2018 12:39,DEEP HOLE/ INTEGRATED SAMPLER DUPLICATE,PLEASANT LAKE-DEEP HOLE,WQ030,0-6F
921,MAGNESIUM TOTAL RECOVERABLE,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,1,5.13,MG/L,0.1,0.3,,,3,2,415205004,1000800,LONG 101618,10/16/2018 15:06,DEEP HOLE/ INTEGRATED SAMPLER,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,WQ030,0-1.5M
921,MAGNESIUM TOTAL RECOVERABLE,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,2,ND,MG/L,0.1,0.3,,,3,0,415205005,1000800,LONG BLANK 101618,10/16/2018 15:06,DEEP HOLE/ INTEGRATED SAMPLER BLANK,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,WQ030,0-1.5M
921,MAGNESIUM TOTAL RECOVERABLE,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,1,5.22,MG/L,0.1,0.3,,,3,2,415205006,1000800,LONG DUP 101618,10/16/2018 15:06,DEEP HOLE/ INTEGRATED SAMPLER DUPLICATE,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,WQ030,0-1.5M
921,MAGNESIUM TOTAL RECOVERABLE,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,1,14.7,MG/L,0.1,0.3,,,3,1,415205007,1012500,PLAIN 101618,10/16/2018 14:08,DEEP HOLE INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,WQ030,0-6F
