DNR Parameter,Parameter Description,DNR Parameter Type,Alternate IDs,Result Type,Result Value,Units,LOD,LOQ,Lower Bound,Upper Bound,Sig Figs,Dec. Places,Result Amount,Lab ID,Lab Name,Sample/Labslip ID,Analysis Date,Method,Lab Comment,Batch ID,ID #,ID Point #,Waterbody ID #,Field #,Sample Collected (Start) Date,Sample Collected End Date,Date Received by Lab,Date Reported by Lab,Sample Description,Sample Location,Account #,Account Desc.,Program Code,Region,County,Report to Name,Report to Address,"Report to City, State, Zip",Sample Collector,Sample Source,Sample Reason,Project #,Enforcement Code,Check Date,Sample Depth,Sample Status
955,"SILICA, DISSOLVED (MG/L AS SI02)",DNR_STORET,CAS: 7631869 EPA WQX: 1789 SRS: E151977 STORET_LEGACY: 955 ,1,12.1,MG/L,0.1,0.32,,,3,1,12.1,113133790,Wisconsin State Laboratory of Hygiene,424393011,1/4/2019 10:54,USGS I-2700-85,,148888,10051669,169205539,,LL03 121318,12/13/2018 12:58,12/13/2018 13:03,12/14/2018 11:33,1/22/2019 13:01,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL03 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,,23F,COMPLETE
631,NITROGEN NO3+NO2 DISS (AS N),DNR_STORET,EPA WQX: 1415 SRS: E153122 SRS: E701177 STORET_LEGACY: 631 ,1,0.385,MG/L,0.036,0.12,,,3,3,0.385,113133790,Wisconsin State Laboratory of Hygiene,424393011,1/4/2019 15:33,EPA 353.2,,148942,10051669,169205539,,LL03 121318,12/13/2018 12:58,12/13/2018 13:03,12/14/2018 11:33,1/22/2019 13:01,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL03 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,,23F,COMPLETE
945,SULFATE TOTAL,DNR_STORET,CAS: 14808798 EPA WQX: 1827 SRS: E197301 STORET_LEGACY: 945 ,3,7.68,MG/L,4.7,15,,,3,2,7.68,113133790,Wisconsin State Laboratory of Hygiene,424393011,12/19/2018 11:58,EPA 375.2,,148147,10051669,169205539,,LL03 121318,12/13/2018 12:58,12/13/2018 13:03,12/14/2018 11:33,1/22/2019 13:01,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL03 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,,23F,COMPLETE
945,SULFATE TOTAL,DNR_STORET,CAS: 14808798 EPA WQX: 1827 SRS: E197301 STORET_LEGACY: 945 ,2,ND,MG/L,4.7,15,,,3,0,,113133790,Wisconsin State Laboratory of Hygiene,424393012,12/19/2018 12:01,EPA 375.2,,148147,10051670,169205543,,LL06 121318,12/13/2018 14:53,12/13/2018 14:57,12/14/2018 11:33,1/22/2019 13:01,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL06 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,,32F,COMPLETE
665,PHOSPHORUS TOTAL ,DNR_STORET,CAS: 7723140 EPA WQX: 2962 SRS: E153049 STORET_LEGACY: 665 ,1,0.0194,MG/L,0.005,0.016,,,3,4,0.0194,113133790,Wisconsin State Laboratory of Hygiene,424393012,12/21/2018 12:01,EPA 365.1,,148456,10051670,169205543,,LL06 121318,12/13/2018 14:53,12/13/2018 14:57,12/14/2018 11:33,1/22/2019 13:01,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL06 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,,32F,COMPLETE
631,NITROGEN NO3+NO2 DISS (AS N),DNR_STORET,EPA WQX: 1415 SRS: E153122 SRS: E701177 STORET_LEGACY: 631 ,1,0.871,MG/L,0.036,0.12,,,3,3,0.871,113133790,Wisconsin State Laboratory of Hygiene,424393012,1/4/2019 15:38,EPA 353.2,,148942,10051670,169205543,,LL06 121318,12/13/2018 14:53,12/13/2018 14:57,12/14/2018 11:33,1/22/2019 13:01,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL06 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,,32F,COMPLETE
955,"SILICA, DISSOLVED (MG/L AS SI02)",DNR_STORET,CAS: 7631869 EPA WQX: 1789 SRS: E151977 STORET_LEGACY: 955 ,1,13.2,MG/L,0.1,0.32,,,3,1,13.2,113133790,Wisconsin State Laboratory of Hygiene,424393012,1/4/2019 10:56,USGS I-2700-85,,148888,10051670,169205543,,LL06 121318,12/13/2018 14:53,12/13/2018 14:57,12/14/2018 11:33,1/22/2019 13:01,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL06 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,,32F,COMPLETE
95,"CONDUCTIVITY, UMHOS/CM @ 25C",DNR_STORET,EPA WQX: 1815 SRS: E1640291 SRS: E1646694 STORET_LEGACY: 95 ,1,392,uS/cm,10,10,,,3,0,392,113133790,Wisconsin State Laboratory of Hygiene,424393012,12/26/2018 11:20,"SM2510B,EPA150.1,SM2320B",,148482,10051670,169205543,,LL06 121318,12/13/2018 14:53,12/13/2018 14:57,12/14/2018 11:33,1/22/2019 13:01,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL06 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,,32F,COMPLETE
403,PH LAB,DNR_STORET,EPA WQX: 1648 SRS: E1644285 STORET_LEGACY: 403 ,1,8.02,SU,,,,,3,2,8.02,113133790,Wisconsin State Laboratory of Hygiene,424393012,12/26/2018 11:20,"SM2510B,EPA150.1,SM2320B",,148482,10051670,169205543,,LL06 121318,12/13/2018 14:53,12/13/2018 14:57,12/14/2018 11:33,1/22/2019 13:01,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL06 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,,32F,COMPLETE
410,ALKALINITY TOTAL CACO3,DNR_STORET,EPA WQX: 3125 SRS: E1640192 STORET_LEGACY: 410 ,1,204,MG/L,20,20,,,3,0,204,113133790,Wisconsin State Laboratory of Hygiene,424393012,12/26/2018 11:20,"SM2510B,EPA150.1,SM2320B",,148482,10051670,169205543,,LL06 121318,12/13/2018 14:53,12/13/2018 14:57,12/14/2018 11:33,1/22/2019 13:01,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL06 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,,32F,COMPLETE
1104,"ALUMINUM,TOTAL RECOVERABLE",DNR_STORET,CAS: 7429905 EPA WQX: 549 SRS: E149476 STORET_LEGACY: 1104 ,1,87.1,ug/L,10,30,,,3,1,87.1,113133790,Wisconsin State Laboratory of Hygiene,424393012,12/18/2018 10:06,EPA 200.7,,147985,10051670,169205543,,LL06 121318,12/13/2018 14:53,12/13/2018 14:57,12/14/2018 11:33,1/22/2019 13:01,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL06 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,,32F,COMPLETE
918,CALCIUM TOTAL RECOVERABLE,DNR_STORET,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,48,MG/L,0.1,0.3,,,3,1,48,113133790,Wisconsin State Laboratory of Hygiene,424393012,12/18/2018 10:06,EPA 200.7,,147985,10051670,169205543,,LL06 121318,12/13/2018 14:53,12/13/2018 14:57,12/14/2018 11:33,1/22/2019 13:01,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL06 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,,32F,COMPLETE
921,MAGNESIUM TOTAL RECOVERABLE,DNR_STORET,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,1,24.3,MG/L,0.1,0.3,,,3,1,24.3,113133790,Wisconsin State Laboratory of Hygiene,424393012,12/18/2018 10:06,EPA 200.7,,147985,10051670,169205543,,LL06 121318,12/13/2018 14:53,12/13/2018 14:57,12/14/2018 11:33,1/22/2019 13:01,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL06 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,,32F,COMPLETE
899,HARDNESS TOTAL RECOVERABLE CALCULATION,DNR_STORET,EPA WQX: 1097 SRS: E1643592 STORET_LEGACY: 899 ,1,220,MG/L,0.66,2,,,3,0,220,113133790,Wisconsin State Laboratory of Hygiene,424393012,12/18/2018 10:06,EPA 200.7,,147985,10051670,169205543,,LL06 121318,12/13/2018 14:53,12/13/2018 14:57,12/14/2018 11:33,1/22/2019 13:01,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL06 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,,32F,COMPLETE
980,IRON TOTAL RECOVERABLE,DNR_STORET,CAS: 7439896 EPA WQX: 1185 SRS: E149559 STORET_LEGACY: 980 ,3,0.124,MG/L,0.1,0.3,,,3,3,0.124,113133790,Wisconsin State Laboratory of Hygiene,424393012,12/18/2018 10:06,EPA 200.7,,147985,10051670,169205543,,LL06 121318,12/13/2018 14:53,12/13/2018 14:57,12/14/2018 11:33,1/22/2019 13:01,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL06 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,,32F,COMPLETE
1123,"MANGANESE, TOTAL RECOVERABLE",DNR_STORET,CAS: 7439965 EPA WQX: 1249 SRS: E149625 STORET_LEGACY: 1123 ,1,5.36,ug/L,1,3,,,3,2,5.36,113133790,Wisconsin State Laboratory of Hygiene,424393012,12/18/2018 10:06,EPA 200.7,,147985,10051670,169205543,,LL06 121318,12/13/2018 14:53,12/13/2018 14:57,12/14/2018 11:33,1/22/2019 13:01,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL06 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,,32F,COMPLETE
50245,POTASSIUM TOTAL RECOVERABLE,DNR_STORET,CAS: 7440097 EPA WQX: 1709 SRS: E149740 STORET_LEGACY: 50245 ,1,0.472,MG/L,0.1,0.3,,,3,3,0.472,113133790,Wisconsin State Laboratory of Hygiene,424393012,12/18/2018 10:06,EPA 200.7,,147985,10051670,169205543,,LL06 121318,12/13/2018 14:53,12/13/2018 14:57,12/14/2018 11:33,1/22/2019 13:01,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL06 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,,32F,COMPLETE
923,SODIUM TOTAL RECOVERABLE,DNR_STORET,CAS: 7440235 EPA WQX: 1802 SRS: E149856 STORET_LEGACY: 923 ,1,2.51,MG/L,0.1,0.3,,,3,2,2.51,113133790,Wisconsin State Laboratory of Hygiene,424393012,12/18/2018 10:06,EPA 200.7,,147985,10051670,169205543,,LL06 121318,12/13/2018 14:53,12/13/2018 14:57,12/14/2018 11:33,1/22/2019 13:01,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL06 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,,32F,COMPLETE
940,CHLORIDE,DNR_STORET,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,3,1.29,MG/L,1,3.2,,,3,2,1.29,113133790,Wisconsin State Laboratory of Hygiene,424393012,12/17/2018 10:20,SM4500-CL-E,,147943,10051670,169205543,,LL06 121318,12/13/2018 14:53,12/13/2018 14:57,12/14/2018 11:33,1/22/2019 13:01,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL06 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,,32F,COMPLETE
608,NITROGEN NH3-N DISS,DNR_STORET,CAS: 7664417 EPA WQX: 556 SRS: E153122 STORET_LEGACY: 608 ,2,ND,MG/L,0.015,0.048,,,3,0,,113133790,Wisconsin State Laboratory of Hygiene,424393012,1/4/2019 15:38,EPA 350.1,,148942,10051670,169205543,,LL06 121318,12/13/2018 14:53,12/13/2018 14:57,12/14/2018 11:33,1/22/2019 13:01,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL06 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,,32F,COMPLETE
945,SULFATE TOTAL,DNR_STORET,CAS: 14808798 EPA WQX: 1827 SRS: E197301 STORET_LEGACY: 945 ,2,ND,MG/L,4.7,15,,,3,0,,113133790,Wisconsin State Laboratory of Hygiene,424393013,12/19/2018 12:03,EPA 375.2,,148147,10051671,169205547,,LL07 121318,12/13/2018 14:05,12/13/2018 14:11,12/14/2018 11:33,1/22/2019 13:01,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL07 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,,28.7F,COMPLETE
955,"SILICA, DISSOLVED (MG/L AS SI02)",DNR_STORET,CAS: 7631869 EPA WQX: 1789 SRS: E151977 STORET_LEGACY: 955 ,1,12.6,MG/L,0.1,0.32,,,3,1,12.6,113133790,Wisconsin State Laboratory of Hygiene,424393013,1/4/2019 11:03,USGS I-2700-85,,148888,10051671,169205547,,LL07 121318,12/13/2018 14:05,12/13/2018 14:11,12/14/2018 11:33,1/22/2019 13:01,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL07 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,,28.7F,COMPLETE
940,CHLORIDE,DNR_STORET,CAS: 16887006 EPA WQX: 773 SRS: E205955 STORET_LEGACY: 940 ,2,ND,MG/L,1,3.2,,,3,0,,113133790,Wisconsin State Laboratory of Hygiene,424393013,12/17/2018 10:24,SM4500-CL-E,,147943,10051671,169205547,,LL07 121318,12/13/2018 14:05,12/13/2018 14:11,12/14/2018 11:33,1/22/2019 13:01,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL07 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,,28.7F,COMPLETE
631,NITROGEN NO3+NO2 DISS (AS N),DNR_STORET,EPA WQX: 1415 SRS: E153122 SRS: E701177 STORET_LEGACY: 631 ,3,0.0938,MG/L,0.036,0.12,,,3,4,0.0938,113133790,Wisconsin State Laboratory of Hygiene,424393013,1/4/2019 15:41,EPA 353.2,,148942,10051671,169205547,,LL07 121318,12/13/2018 14:05,12/13/2018 14:11,12/14/2018 11:33,1/22/2019 13:01,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL07 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,,28.7F,COMPLETE
608,NITROGEN NH3-N DISS,DNR_STORET,CAS: 7664417 EPA WQX: 556 SRS: E153122 STORET_LEGACY: 608 ,2,ND,MG/L,0.015,0.048,,,3,0,,113133790,Wisconsin State Laboratory of Hygiene,424393013,1/4/2019 15:41,EPA 350.1,,148942,10051671,169205547,,LL07 121318,12/13/2018 14:05,12/13/2018 14:11,12/14/2018 11:33,1/22/2019 13:01,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL07 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,,28.7F,COMPLETE
95,"CONDUCTIVITY, UMHOS/CM @ 25C",DNR_STORET,EPA WQX: 1815 SRS: E1640291 SRS: E1646694 STORET_LEGACY: 95 ,1,278,uS/cm,10,10,,,3,0,278,113133790,Wisconsin State Laboratory of Hygiene,424393013,12/26/2018 11:28,"SM2510B,EPA150.1,SM2320B",,148482,10051671,169205547,,LL07 121318,12/13/2018 14:05,12/13/2018 14:11,12/14/2018 11:33,1/22/2019 13:01,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL07 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,,28.7F,COMPLETE
403,PH LAB,DNR_STORET,EPA WQX: 1648 SRS: E1644285 STORET_LEGACY: 403 ,1,7.97,SU,,,,,3,2,7.97,113133790,Wisconsin State Laboratory of Hygiene,424393013,12/26/2018 11:28,"SM2510B,EPA150.1,SM2320B",,148482,10051671,169205547,,LL07 121318,12/13/2018 14:05,12/13/2018 14:11,12/14/2018 11:33,1/22/2019 13:01,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL07 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,,28.7F,COMPLETE
410,ALKALINITY TOTAL CACO3,DNR_STORET,EPA WQX: 3125 SRS: E1640192 STORET_LEGACY: 410 ,1,142,MG/L,20,20,,,3,0,142,113133790,Wisconsin State Laboratory of Hygiene,424393013,12/26/2018 11:28,"SM2510B,EPA150.1,SM2320B",,148482,10051671,169205547,,LL07 121318,12/13/2018 14:05,12/13/2018 14:11,12/14/2018 11:33,1/22/2019 13:01,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL07 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,,28.7F,COMPLETE
1104,"ALUMINUM,TOTAL RECOVERABLE",DNR_STORET,CAS: 7429905 EPA WQX: 549 SRS: E149476 STORET_LEGACY: 1104 ,1,135,ug/L,10,30,,,3,0,135,113133790,Wisconsin State Laboratory of Hygiene,424393013,12/18/2018 10:11,EPA 200.7,,147985,10051671,169205547,,LL07 121318,12/13/2018 14:05,12/13/2018 14:11,12/14/2018 11:33,1/22/2019 13:01,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL07 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,,28.7F,COMPLETE
918,CALCIUM TOTAL RECOVERABLE,DNR_STORET,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,31.3,MG/L,0.1,0.3,,,3,1,31.3,113133790,Wisconsin State Laboratory of Hygiene,424393013,12/18/2018 10:11,EPA 200.7,,147985,10051671,169205547,,LL07 121318,12/13/2018 14:05,12/13/2018 14:11,12/14/2018 11:33,1/22/2019 13:01,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL07 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,,28.7F,COMPLETE
921,MAGNESIUM TOTAL RECOVERABLE,DNR_STORET,CAS: 7439954 EPA WQX: 1244 SRS: E149617 STORET_LEGACY: 921 ,1,17.5,MG/L,0.1,0.3,,,3,1,17.5,113133790,Wisconsin State Laboratory of Hygiene,424393013,12/18/2018 10:11,EPA 200.7,,147985,10051671,169205547,,LL07 121318,12/13/2018 14:05,12/13/2018 14:11,12/14/2018 11:33,1/22/2019 13:01,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL07 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,,28.7F,COMPLETE
899,HARDNESS TOTAL RECOVERABLE CALCULATION,DNR_STORET,EPA WQX: 1097 SRS: E1643592 STORET_LEGACY: 899 ,1,150,MG/L,0.66,2,,,3,0,150,113133790,Wisconsin State Laboratory of Hygiene,424393013,12/18/2018 10:11,EPA 200.7,,147985,10051671,169205547,,LL07 121318,12/13/2018 14:05,12/13/2018 14:11,12/14/2018 11:33,1/22/2019 13:01,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL07 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,,28.7F,COMPLETE
1123,"MANGANESE, TOTAL RECOVERABLE",DNR_STORET,CAS: 7439965 EPA WQX: 1249 SRS: E149625 STORET_LEGACY: 1123 ,1,8.33,ug/L,1,3,,,3,2,8.33,113133790,Wisconsin State Laboratory of Hygiene,424393013,12/18/2018 10:11,EPA 200.7,,147985,10051671,169205547,,LL07 121318,12/13/2018 14:05,12/13/2018 14:11,12/14/2018 11:33,1/22/2019 13:01,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL07 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,,28.7F,COMPLETE
50245,POTASSIUM TOTAL RECOVERABLE,DNR_STORET,CAS: 7440097 EPA WQX: 1709 SRS: E149740 STORET_LEGACY: 50245 ,1,0.63,MG/L,0.1,0.3,,,3,3,0.63,113133790,Wisconsin State Laboratory of Hygiene,424393013,12/18/2018 10:11,EPA 200.7,,147985,10051671,169205547,,LL07 121318,12/13/2018 14:05,12/13/2018 14:11,12/14/2018 11:33,1/22/2019 13:01,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL07 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,,28.7F,COMPLETE
923,SODIUM TOTAL RECOVERABLE,DNR_STORET,CAS: 7440235 EPA WQX: 1802 SRS: E149856 STORET_LEGACY: 923 ,1,1.02,MG/L,0.1,0.3,,,3,2,1.02,113133790,Wisconsin State Laboratory of Hygiene,424393013,12/18/2018 10:11,EPA 200.7,,147985,10051671,169205547,,LL07 121318,12/13/2018 14:05,12/13/2018 14:11,12/14/2018 11:33,1/22/2019 13:01,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL07 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,,28.7F,COMPLETE
980,IRON TOTAL RECOVERABLE,DNR_STORET,CAS: 7439896 EPA WQX: 1185 SRS: E149559 STORET_LEGACY: 980 ,3,0.186,MG/L,0.1,0.3,,,3,3,0.186,113133790,Wisconsin State Laboratory of Hygiene,424393013,12/18/2018 10:11,EPA 200.7,,147985,10051671,169205547,,LL07 121318,12/13/2018 14:05,12/13/2018 14:11,12/14/2018 11:33,1/22/2019 13:01,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL07 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,,28.7F,COMPLETE
665,PHOSPHORUS TOTAL ,DNR_STORET,CAS: 7723140 EPA WQX: 2962 SRS: E153049 STORET_LEGACY: 665 ,1,0.0238,MG/L,0.005,0.016,,,3,4,0.0238,113133790,Wisconsin State Laboratory of Hygiene,424393013,12/21/2018 12:03,EPA 365.1,,148456,10051671,169205547,,LL07 121318,12/13/2018 14:05,12/13/2018 14:11,12/14/2018 11:33,1/22/2019 13:01,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL07 MONITORING WELL,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,,28.7F,COMPLETE
95,"CONDUCTIVITY, UMHOS/CM @ 25C",DNR_STORET,EPA WQX: 1815 SRS: E1640291 SRS: E1646694 STORET_LEGACY: 95 ,1,99.1,uS/cm,10,10,,,3,1,99.1,113133790,Wisconsin State Laboratory of Hygiene,400183001,8/17/2018 11:53,"SM2510B,EPA150.1,SM2320B",,138294,703032,161996003,1000800,LONG080718,8/7/2018 12:13,8/7/2018 12:13,8/10/2018 13:13,9/16/2018 9:00,DEEP HOLE / INTEGRATED SAMPLER,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, ANDR",SU,,CSLS,,,0-1.5M,CORRECTED
403,PH LAB,DNR_STORET,EPA WQX: 1648 SRS: E1644285 STORET_LEGACY: 403 ,1,7.44,SU,,,,,3,2,7.44,113133790,Wisconsin State Laboratory of Hygiene,400183001,8/17/2018 11:53,"SM2510B,EPA150.1,SM2320B",,138294,703032,161996003,1000800,LONG080718,8/7/2018 12:13,8/7/2018 12:13,8/10/2018 13:13,9/16/2018 9:00,DEEP HOLE / INTEGRATED SAMPLER,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, ANDR",SU,,CSLS,,,0-1.5M,CORRECTED
410,ALKALINITY TOTAL CACO3,DNR_STORET,EPA WQX: 3125 SRS: E1640192 STORET_LEGACY: 410 ,1,47.7,MG/L,2.55,2.55,,,3,1,47.7,113133790,Wisconsin State Laboratory of Hygiene,400183001,8/17/2018 11:53,"SM2510B,EPA150.1,SM2320B",,138294,703032,161996003,1000800,LONG080718,8/7/2018 12:13,8/7/2018 12:13,8/10/2018 13:13,9/16/2018 9:00,DEEP HOLE / INTEGRATED SAMPLER,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, ANDR",SU,,CSLS,,,0-1.5M,CORRECTED
918,CALCIUM TOTAL RECOVERABLE,DNR_STORET,CAS: 7440702 EPA WQX: 727 SRS: E150268 STORET_LEGACY: 918 ,1,10.8,MG/L,0.1,0.3,,,3,1,10.8,113133790,Wisconsin State Laboratory of Hygiene,400183001,8/14/2018 11:45,EPA 200.7,,137872,703032,161996003,1000800,LONG080718,8/7/2018 12:13,8/7/2018 12:13,8/10/2018 13:13,9/16/2018 9:00,DEEP HOLE / INTEGRATED SAMPLER,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,WQ030,Central Sands Lake Study,,4,70,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, ANDR",SU,,CSLS,,,0-1.5M,CORRECTED
