Sample/Labslip ID,Sample Status,Primary Lab,Sample Collected (Start) Date,Primary Lab Id,Id #,Site Description,Id Point #,Field #,Waterbody ID #,Start Date/Time,End Date/Time,Date Received by Lab,Date Reported by Lab,Account #,Account Description,Program Code,Region,County,County Name,District,Sample Description,Sample Location,Report to Name,Report to Address,"Report to City, State, Zip",Sample Collector,Sample Source,Sample Reason,Project Code,Enforcement Code,Sample Depth,Type of Sample (QC),Check Date,File Batch Seq #,Sample Comment,Processed Batch Seq #,Creation Date,Creation User Id,Last Update Date,Last Update User Id,DNR Parameter Code,DNR Parameter Description,Analyte Code,Result Type,Result value,Result Amt,Units,LOD,LOQ,Lower Reporting Limit,Upper Reporting Limit,Decimal Places,Sig Figs,Lab Comment,NR140 Enforcement Standard,NR140 Preventive Action Limit,Analysis,Result Comment,Analysis ID,Creation Date,Creation User Id,Last Update Date,Last Update User Id
415224001,COMPLETE,Wisconsin State Laboratory of Hygiene,10/17/2018,113133790,10051672,,169205515,PSNT01 101718,,10/17/2018 9:05,10/17/2018 9:09,10/18/2018 12:41,12/5/2018 13:21,WQ030,Central Sands Lake Study,,4,70,Waushara,,MID-SCREEN OF WELL / PERISTALTIC PUMP,PSNT01 MONITORING WELL,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY",MW,,CSLS,,20.4F,1,,1050070,"Analyzed past the 28 days holding time: Method EPA 350.1 analyzed on 11/15/18 1112,Analyzed past the 28 days holding time: Method EPA 353.2 analyzed on 11/15/18 1112",330150,12/5/2018 14:15,LDES_DBL1,12/5/2018 14:15,LDES_DBL1,899,HARDNESS TOTAL RECOVERABLE CALCULATION,TRICP~000-01-5,1,185,185,MG/L,0.66,2,,,0,3,, , ,COMMENTS,,10707801,12/5/2018 14:15,LDES_DBL1,12/5/2018 14:15,LDES_DBL1
396890001,COMPLETE,Wisconsin State Laboratory of Hygiene,7/25/2018,113133790,10050786,,162004112,PLAIN 072518,1012500,7/25/2018 10:27,7/25/2018 10:27,7/25/2018 16:19,9/14/2018 10:41,WQ030,Central Sands Lake Study,,4,70,Waushara,,DEEP HOLE INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, ANDR",SU,,CSLS,,0-6F,1,,992136,,321793,9/14/2018 11:14,LDES_DBL1,9/14/2018 11:14,LDES_DBL1,918,CALCIUM TOTAL RECOVERABLE,TRICP~7440-70-2,1,32.2,32.2,MG/L,0.1,0.3,,,1,3,, , ,COMMENTS,,10598307,9/14/2018 11:14,LDES_DBL1,9/14/2018 11:14,LDES_DBL1
449947003,COMPLETE,Wisconsin State Laboratory of Hygiene,6/4/2019,113133790,10050786,,161996064,PFL060419,1012500,6/4/2019 9:50,6/4/2019 9:50,6/5/2019 15:14,6/17/2019 15:00,WQ030,Central Sands Lake Study,,4,70,Waushara,,DEEP HOLE/ INETGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,HEINC,,,CATHERINE L. HEIN& MICHAELA A. KROMREY& ANDR,SU,,CSLS,,0-6 F,1,,1199130,,349977,6/17/2019 15:44,LDES_DBL1,6/17/2019 15:44,LDES_DBL1,403,PH LAB,CPA-TR~pH,1,8.18,8.18,SU,,,,,2,3,, , ,COMMENTS,,10907389,6/17/2019 15:44,LDES_DBL1,6/17/2019 15:44,LDES_DBL1
449947003,COMPLETE,Wisconsin State Laboratory of Hygiene,6/4/2019,113133790,10050786,,161996064,PFL060419,1012500,6/4/2019 9:50,6/4/2019 9:50,6/5/2019 15:14,6/17/2019 15:00,WQ030,Central Sands Lake Study,,4,70,Waushara,,DEEP HOLE/ INETGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,HEINC,,,CATHERINE L. HEIN& MICHAELA A. KROMREY& ANDR,SU,,CSLS,,0-6 F,1,,1199130,,349977,6/17/2019 15:44,LDES_DBL1,6/17/2019 15:44,LDES_DBL1,410,ALKALINITY TOTAL CACO3,CPA-TR~ALK,1,149,149,MG/L,20,20,,,0,3,, , ,COMMENTS,,10907389,6/17/2019 15:44,LDES_DBL1,6/17/2019 15:44,LDES_DBL1
417235001,COMPLETE,Wisconsin State Laboratory of Hygiene,10/31/2018,113133790,10050786,,161996052,PLAIN103118,1012500,10/31/2018 10:25,10/31/2018 10:36,11/1/2018 9:54,11/30/2018 11:40,WQ030,Central Sands Lake Study,,4,70,Waushara,,DEEP HOLE / INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, ANDR",SU,,CSLS,,0-6F,1,,1046430,,329640,11/30/2018 12:45,LDES_DBL1,11/30/2018 12:45,LDES_DBL1,918,CALCIUM TOTAL RECOVERABLE,TRICP~7440-70-2,1,36.7,36.7,MG/L,0.1,0.3,,,1,3,, , ,COMMENTS,,10700849,11/30/2018 12:45,LDES_DBL1,11/30/2018 12:45,LDES_DBL1
433206004,COMPLETE,Wisconsin State Laboratory of Hygiene,2/27/2019,113133790,10051675,,182660391,PSNT11 022719,,2/27/2019 13:40,2/27/2019 13:43,2/28/2019 12:18,4/16/2019 9:40,WQ030,Central Sands Lake Study,,4,70,Waushara,,MID-SCREEN OF WELL/PERISTALTIC PUMP,PSNT11 MONITORING WELL,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,10F,1,,1194610,,343522,4/16/2019 10:44,LDES_DBL1,4/16/2019 10:44,LDES_DBL1,899,HARDNESS TOTAL RECOVERABLE CALCULATION,TRICP~000-01-5,1,146,146,MG/L,0.66,2,,,0,3,, , ,COMMENTS,,10842034,4/16/2019 10:44,LDES_DBL1,4/16/2019 10:44,LDES_DBL1
433206004,COMPLETE,Wisconsin State Laboratory of Hygiene,2/27/2019,113133790,10051675,,182660391,PSNT11 022719,,2/27/2019 13:40,2/27/2019 13:43,2/28/2019 12:18,4/16/2019 9:40,WQ030,Central Sands Lake Study,,4,70,Waushara,,MID-SCREEN OF WELL/PERISTALTIC PUMP,PSNT11 MONITORING WELL,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,10F,1,,1194610,,343522,4/16/2019 10:44,LDES_DBL1,4/16/2019 10:44,LDES_DBL1,980,IRON TOTAL RECOVERABLE,TRICP~7439-89-6,1,1.16,1.16,MG/L,0.1,0.3,,,2,3,,.3 MG/L,.15 MG/L,COMMENTS,,10842034,4/16/2019 10:44,LDES_DBL1,4/16/2019 10:44,LDES_DBL1
433206004,COMPLETE,Wisconsin State Laboratory of Hygiene,2/27/2019,113133790,10051675,,182660391,PSNT11 022719,,2/27/2019 13:40,2/27/2019 13:43,2/28/2019 12:18,4/16/2019 9:40,WQ030,Central Sands Lake Study,,4,70,Waushara,,MID-SCREEN OF WELL/PERISTALTIC PUMP,PSNT11 MONITORING WELL,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,10F,1,,1194610,,343522,4/16/2019 10:44,LDES_DBL1,4/16/2019 10:44,LDES_DBL1,50245,POTASSIUM TOTAL RECOVERABLE,TRICP~7440-09-7,1,0.369,0.369,MG/L,0.1,0.3,,,3,3,, , ,COMMENTS,,10842034,4/16/2019 10:44,LDES_DBL1,4/16/2019 10:44,LDES_DBL1
432719006,COMPLETE,Wisconsin State Laboratory of Hygiene,2/21/2019,113133790,10051667,,182660375,PFL07 022119,,2/21/2019 10:14,2/21/2019 10:19,2/25/2019 10:43,4/12/2019 7:00,WQ030,Central Sands Lake Study,,4,70,Waushara,,MID-SCREEN OF WELL / PERISTALTIC PUMP,PFL07 MONITORING WELL,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,13.09F,1,,1194450,,343101,4/12/2019 7:44,LDES_DBL1,4/12/2019 7:44,LDES_DBL1,1104,"ALUMINUM,TOTAL RECOVERABLE",TRICP~7429-90-5,1,736,736,ug/L,10,30,,,0,3,,200 UG/L, ,COMMENTS,,10838707,4/12/2019 7:44,LDES_DBL1,4/12/2019 7:44,LDES_DBL1
453036013,COMPLETE,Wisconsin State Laboratory of Hygiene,6/18/2019,113133790,10050786,,197257441,PLAIN 061819,1012500,6/18/2019 15:07,6/18/2019 15:23,6/20/2019 14:12,8/1/2019 10:21,WQ030,Central Sands Lake Study,,4,70,Waushara,,DEEP HOLE/ INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,HEINC,,,"ABIGAIL E. ERNST, MICHAELA A. KROMREY",SU,,CSLS,,0-6 F,1,,1202358,,354568,8/1/2019 11:14,LDES_DBL1,8/1/2019 11:14,LDES_DBL1,923,SODIUM TOTAL RECOVERABLE,TRICP~7440-23-5,1,8.07,8.07,MG/L,0.2,0.6,,,2,3,, , ,COMMENTS,,10962019,8/1/2019 11:14,LDES_DBL1,8/1/2019 11:14,LDES_DBL1
442376002,COMPLETE,Wisconsin State Laboratory of Hygiene,4/23/2019,113133790,10051670,,192771512,LL06 042319,,4/23/2019 15:37,4/23/2019 15:40,4/25/2019 12:11,5/13/2019 14:40,WQ030,Central Sands Lake Study,,4,70,Waushara,,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL06 MONITORING WELL,HEINC,,,"MICHAELA A KROMREY, JUSTIN M CHENEVERT",MW,,CSLS,,31.1F,1,,1196529,,346350,5/13/2019 15:44,LDES_DBL1,5/13/2019 15:44,LDES_DBL1,940,CHLORIDE,LACH-CL~16887-00-6,3,1.46,1.46,MG/L,1,3.2,,,2,3,,250 MG/L,125 MG/L,COMMENTS,,10867926,5/13/2019 15:44,LDES_DBL1,5/13/2019 15:44,LDES_DBL1
442376006,COMPLETE,Wisconsin State Laboratory of Hygiene,4/23/2019,113133790,10051664,,192771528,PFL03 042319,,4/23/2019 11:05,4/23/2019 11:09,4/25/2019 12:11,5/13/2019 14:40,WQ030,Central Sands Lake Study,,4,70,Waushara,,MID-SCREEN OF WELL / PERISTALTIC PUMP,PFL03 MONITORING WELL,HEINC,,,"MICHAELA A KROMREY, JUSTIN M CHENEVERT",MW,,CSLS,,34.7F,1,,1196529,,346350,5/13/2019 15:44,LDES_DBL1,5/13/2019 15:44,LDES_DBL1,921,MAGNESIUM TOTAL RECOVERABLE,TRICP~7439-95-4,1,35.5,35.5,MG/L,0.1,0.3,,,1,3,,.05 UG/L,.025 UG/L,COMMENTS,,10867961,5/13/2019 15:44,LDES_DBL1,5/13/2019 15:44,LDES_DBL1
442376006,COMPLETE,Wisconsin State Laboratory of Hygiene,4/23/2019,113133790,10051664,,192771528,PFL03 042319,,4/23/2019 11:05,4/23/2019 11:09,4/25/2019 12:11,5/13/2019 14:40,WQ030,Central Sands Lake Study,,4,70,Waushara,,MID-SCREEN OF WELL / PERISTALTIC PUMP,PFL03 MONITORING WELL,HEINC,,,"MICHAELA A KROMREY, JUSTIN M CHENEVERT",MW,,CSLS,,34.7F,1,,1196529,,346350,5/13/2019 15:44,LDES_DBL1,5/13/2019 15:44,LDES_DBL1,1123,"MANGANESE, TOTAL RECOVERABLE",TRICP~7439-96-5,1,17.7,17.7,ug/L,1,3,,,1,3,,300 UG/L,50 UG/L,COMMENTS,,10867961,5/13/2019 15:44,LDES_DBL1,5/13/2019 15:44,LDES_DBL1
453036013,COMPLETE,Wisconsin State Laboratory of Hygiene,6/18/2019,113133790,10050786,,197257441,PLAIN 061819,1012500,6/18/2019 15:07,6/18/2019 15:23,6/20/2019 14:12,8/1/2019 10:21,WQ030,Central Sands Lake Study,,4,70,Waushara,,DEEP HOLE/ INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,HEINC,,,"ABIGAIL E. ERNST, MICHAELA A. KROMREY",SU,,CSLS,,0-6 F,1,,1202358,,354568,8/1/2019 11:14,LDES_DBL1,8/1/2019 11:14,LDES_DBL1,1104,"ALUMINUM,TOTAL RECOVERABLE",TRICP~7429-90-5,2,ND,,ug/L,10,30,,,0,3,,200 UG/L, ,COMMENTS,,10962019,8/1/2019 11:14,LDES_DBL1,8/1/2019 11:14,LDES_DBL1
453036007,COMPLETE,Wisconsin State Laboratory of Hygiene,6/18/2019,113133790,10052284,,197258917,PFL05 061819,,6/18/2019 10:22,6/18/2019 10:26,6/20/2019 14:12,8/1/2019 10:21,WQ030,Central Sands Lake Study,,4,70,Waushara,,MID-SCREEN OF WELL / PERISTALTIC PUMP,PFL05 MONITORING WELL,HEINC,,,"ABIGAIL E. ERNST, MICHAELA A. KROMREY",MW,,CSLS,,24 F,1,,1202358,Analyzed past the 28 days holding time: Method EPA 300.0 analyzed on 07/19/19 1009,354568,8/1/2019 11:14,LDES_DBL1,8/1/2019 11:14,LDES_DBL1,1104,"ALUMINUM,TOTAL RECOVERABLE",TRICP~7429-90-5,1,39.3,39.3,ug/L,10,30,,,1,3,,200 UG/L, ,COMMENTS,,10961971,8/1/2019 11:14,LDES_DBL1,8/1/2019 11:14,LDES_DBL1
453036007,COMPLETE,Wisconsin State Laboratory of Hygiene,6/18/2019,113133790,10052284,,197258917,PFL05 061819,,6/18/2019 10:22,6/18/2019 10:26,6/20/2019 14:12,8/1/2019 10:21,WQ030,Central Sands Lake Study,,4,70,Waushara,,MID-SCREEN OF WELL / PERISTALTIC PUMP,PFL05 MONITORING WELL,HEINC,,,"ABIGAIL E. ERNST, MICHAELA A. KROMREY",MW,,CSLS,,24 F,1,,1202358,Analyzed past the 28 days holding time: Method EPA 300.0 analyzed on 07/19/19 1009,354568,8/1/2019 11:14,LDES_DBL1,8/1/2019 11:14,LDES_DBL1,921,MAGNESIUM TOTAL RECOVERABLE,TRICP~7439-95-4,1,37.4,37.4,MG/L,0.1,0.3,,,1,3,,.05 UG/L,.025 UG/L,COMMENTS,,10961971,8/1/2019 11:14,LDES_DBL1,8/1/2019 11:14,LDES_DBL1
432719003,COMPLETE,Wisconsin State Laboratory of Hygiene,2/22/2019,113133790,10051671,,182660359,LL07 022219,,2/22/2019 9:48,2/22/2019 9:54,2/25/2019 10:43,4/12/2019 7:00,WQ030,Central Sands Lake Study,,4,70,Waushara,,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL07 MONITORING WELL,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,18.7F,1,,1194450,,343101,4/12/2019 7:44,LDES_DBL1,4/12/2019 7:44,LDES_DBL1,918,CALCIUM TOTAL RECOVERABLE,TRICP~7440-70-2,1,31.3,31.3,MG/L,0.1,0.3,,,1,3,, , ,COMMENTS,,10838681,4/12/2019 7:44,LDES_DBL1,4/12/2019 7:44,LDES_DBL1
433206004,COMPLETE,Wisconsin State Laboratory of Hygiene,2/27/2019,113133790,10051675,,182660391,PSNT11 022719,,2/27/2019 13:40,2/27/2019 13:43,2/28/2019 12:18,4/16/2019 9:40,WQ030,Central Sands Lake Study,,4,70,Waushara,,MID-SCREEN OF WELL/PERISTALTIC PUMP,PSNT11 MONITORING WELL,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,10F,1,,1194610,,343522,4/16/2019 10:44,LDES_DBL1,4/16/2019 10:44,LDES_DBL1,940,CHLORIDE,LACH-CL~16887-00-6,1,3.77,3.77,MG/L,1,3.2,,,2,3,,250 MG/L,125 MG/L,COMMENTS,,10842032,4/16/2019 10:44,LDES_DBL1,4/16/2019 10:44,LDES_DBL1
442253002,CORRECTED,Wisconsin State Laboratory of Hygiene,4/24/2019,113133790,10050786,,192772607,PLAIN 042419,1012500,4/24/2019 12:57,4/24/2019 13:09,4/25/2019 9:46,5/21/2019 8:00,WQ030,Central Sands Lake Study,,4,70,Waushara,,DEEP HOLE / INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,HEINC,,,"MICHAELA A KROMREY, JUSTIN M CHENEVERT",SU,,CSLS,,0-2M,1,,1197119,,347150,5/21/2019 8:44,LDES_DBL1,5/21/2019 8:44,LDES_DBL1,99717,"CHLOROPHYLL A, FLUORESCENCE (WELSCHMAYER 1994)",CHLA~Chl-a,1,2.06,2.06,ug/L,0.52,1.74,,,2,3,, , ,COMMENTS,,10877025,5/21/2019 8:44,LDES_DBL1,5/21/2019 8:44,LDES_DBL1
442253003,CORRECTED,Wisconsin State Laboratory of Hygiene,4/24/2019,113133790,703032,,192772603,LONG 042419,1000800,4/24/2019 13:57,4/24/2019 14:05,4/25/2019 9:46,5/21/2019 8:00,WQ030,Central Sands Lake Study,,4,70,Waushara,,DEEP HOLE / INTEGRATED SAMPLER,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,HEINC,,,"MICHAELA A KROMREY, JUSTIN M CHENEVERT",SU,,CSLS,,0-2M,1,,1197119,,347150,5/21/2019 8:44,LDES_DBL1,5/21/2019 8:44,LDES_DBL1,608,NITROGEN NH3-N DISS,LACH-NH3D~7664-41-7,3,0.0476,0.0476,MG/L,0.015,0.048,,,4,3,, , ,COMMENTS,,10877031,5/21/2019 8:44,LDES_DBL1,5/21/2019 8:44,LDES_DBL1
415224009,COMPLETE,Wisconsin State Laboratory of Hygiene,10/16/2018,113133790,10051671,,169205495,LL07 101618,,10/16/2018 16:37,10/16/2018 16:48,10/18/2018 12:41,12/5/2018 13:21,WQ030,Central Sands Lake Study,,4,70,Waushara,,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL07 MONITORING WELL,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY",MW,,CSLS,,25.7F,1,,1050070,"Analyzed past the 28 days holding time: Method EPA 350.1 analyzed on 11/15/18 1128,Analyzed past the 28 days holding time: Method EPA 353.2 analyzed on 11/15/18 1128",330150,12/5/2018 14:15,LDES_DBL1,12/5/2018 14:15,LDES_DBL1,95,"CONDUCTIVITY, UMHOS/CM @ 25C",CPA-TR~COND,1,324,324,uS/cm,10,10,,,0,3,, , ,COMMENTS,,10707872,12/5/2018 14:15,LDES_DBL1,12/5/2018 14:15,LDES_DBL1
415224009,COMPLETE,Wisconsin State Laboratory of Hygiene,10/16/2018,113133790,10051671,,169205495,LL07 101618,,10/16/2018 16:37,10/16/2018 16:48,10/18/2018 12:41,12/5/2018 13:21,WQ030,Central Sands Lake Study,,4,70,Waushara,,MID-SCREEN OF WELL / PERISTALTIC PUMP,LL07 MONITORING WELL,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY",MW,,CSLS,,25.7F,1,,1050070,"Analyzed past the 28 days holding time: Method EPA 350.1 analyzed on 11/15/18 1128,Analyzed past the 28 days holding time: Method EPA 353.2 analyzed on 11/15/18 1128",330150,12/5/2018 14:15,LDES_DBL1,12/5/2018 14:15,LDES_DBL1,403,PH LAB,CPA-TR~pH,1,7.81,7.81,SU,,,,,2,3,, , ,COMMENTS,,10707872,12/5/2018 14:15,LDES_DBL1,12/5/2018 14:15,LDES_DBL1
415205002,COMPLETE,Wisconsin State Laboratory of Hygiene,10/17/2018,113133790,703057,,,PLEAS BLANK 101718,106900,10/17/2018 12:39,10/17/2018 12:56,10/18/2018 11:17,11/2/2018 14:40,WQ030,Central Sands Lake Study,FH,4,70,Waushara,,DEEP HOLE/ INTEGRATED SAMPLER BLANK,PLEASANT LAKE-DEEP HOLE,HEINC,,,"MICHAELA A KROMREY, JUSTIN M CHENEVERT",SU,,CSLS,,0-6F,3,,1027604,,326759,11/2/2018 15:44,LDES_DBL1,11/2/2018 15:44,LDES_DBL1,403,PH LAB,CPA-TR~pH,1,6.76,6.76,SU,,,,,2,3,, , ,COMMENTS,,10663832,11/2/2018 15:44,LDES_DBL1,11/2/2018 15:44,LDES_DBL1
415205002,COMPLETE,Wisconsin State Laboratory of Hygiene,10/17/2018,113133790,703057,,,PLEAS BLANK 101718,106900,10/17/2018 12:39,10/17/2018 12:56,10/18/2018 11:17,11/2/2018 14:40,WQ030,Central Sands Lake Study,FH,4,70,Waushara,,DEEP HOLE/ INTEGRATED SAMPLER BLANK,PLEASANT LAKE-DEEP HOLE,HEINC,,,"MICHAELA A KROMREY, JUSTIN M CHENEVERT",SU,,CSLS,,0-6F,3,,1027604,,326759,11/2/2018 15:44,LDES_DBL1,11/2/2018 15:44,LDES_DBL1,410,ALKALINITY TOTAL CACO3,CPA-TR~ALK,1,4.31,4.31,MG/L,2.55,2.55,,,2,3,, , ,COMMENTS,,10663832,11/2/2018 15:44,LDES_DBL1,11/2/2018 15:44,LDES_DBL1
442253001,CORRECTED,Wisconsin State Laboratory of Hygiene,4/24/2019,113133790,703057,,192772611,PLEAS 042419,106900,4/24/2019 15:41,4/24/2019 15:55,4/25/2019 9:46,5/21/2019 8:00,WQ030,Central Sands Lake Study,FH,4,70,Waushara,,DEEP HOLE / INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,HEINC,,,"MICHAELA A KROMREY, JUSTIN M CHENEVERT",SU,,CSLS,,0-2M,1,,1197119,,347150,5/21/2019 8:44,LDES_DBL1,5/21/2019 8:44,LDES_DBL1,631,NITROGEN NO3+NO2 DISS (AS N),LACH-NOXD~14797-55-8NOX,1,0.34,0.34,MG/L,0.036,0.12,,,3,3,,10 MG/L,2 MG/L,COMMENTS,,10877015,5/21/2019 8:44,LDES_DBL1,5/21/2019 8:44,LDES_DBL1
400183003,CORRECTED,Wisconsin State Laboratory of Hygiene,8/7/2018,113133790,703032,,164930271,LONG080718BLANK,1000800,8/7/2018 12:13,8/7/2018 12:13,8/10/2018 13:13,1/11/2019 10:00,WQ030,Central Sands Lake Study,,4,70,Waushara,,DEEP HOLE / INTEGRATED SAMPLER,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,KROMRM,,,"CATHERINE L HEIN, MICHAELA A KROMREY",SU,,CSLS,,0-1.5M,3,,1081704,REREPORTED TO ADD QC FLAG,333941,1/11/2019 10:44,LDES_DBL1,1/11/2019 10:44,LDES_DBL1,918,CALCIUM TOTAL RECOVERABLE,TRICP~7440-70-2,3,0.152,0.152,MG/L,0.1,0.3,,,3,3,, , ,COMMENTS,,10744632,1/11/2019 10:44,LDES_DBL1,1/11/2019 10:44,LDES_DBL1
400183003,CORRECTED,Wisconsin State Laboratory of Hygiene,8/7/2018,113133790,703032,,164930271,LONG080718BLANK,1000800,8/7/2018 12:13,8/7/2018 12:13,8/10/2018 13:13,1/11/2019 10:00,WQ030,Central Sands Lake Study,,4,70,Waushara,,DEEP HOLE / INTEGRATED SAMPLER,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,KROMRM,,,"CATHERINE L HEIN, MICHAELA A KROMREY",SU,,CSLS,,0-1.5M,3,,1081704,REREPORTED TO ADD QC FLAG,333941,1/11/2019 10:44,LDES_DBL1,1/11/2019 10:44,LDES_DBL1,921,MAGNESIUM TOTAL RECOVERABLE,TRICP~7439-95-4,2,ND,,MG/L,0.1,0.3,,,0,3,,.05 UG/L,.025 UG/L,COMMENTS,,10744632,1/11/2019 10:44,LDES_DBL1,1/11/2019 10:44,LDES_DBL1
432719006,COMPLETE,Wisconsin State Laboratory of Hygiene,2/21/2019,113133790,10051667,,182660375,PFL07 022119,,2/21/2019 10:14,2/21/2019 10:19,2/25/2019 10:43,4/12/2019 7:00,WQ030,Central Sands Lake Study,,4,70,Waushara,,MID-SCREEN OF WELL / PERISTALTIC PUMP,PFL07 MONITORING WELL,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,13.09F,1,,1194450,,343101,4/12/2019 7:44,LDES_DBL1,4/12/2019 7:44,LDES_DBL1,1123,"MANGANESE, TOTAL RECOVERABLE",TRICP~7439-96-5,1,51.5,51.5,ug/L,1,3,,,1,3,,300 UG/L,50 UG/L,COMMENTS,,10838705,4/12/2019 7:44,LDES_DBL1,4/12/2019 7:44,LDES_DBL1
432719006,COMPLETE,Wisconsin State Laboratory of Hygiene,2/21/2019,113133790,10051667,,182660375,PFL07 022119,,2/21/2019 10:14,2/21/2019 10:19,2/25/2019 10:43,4/12/2019 7:00,WQ030,Central Sands Lake Study,,4,70,Waushara,,MID-SCREEN OF WELL / PERISTALTIC PUMP,PFL07 MONITORING WELL,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,13.09F,1,,1194450,,343101,4/12/2019 7:44,LDES_DBL1,4/12/2019 7:44,LDES_DBL1,923,SODIUM TOTAL RECOVERABLE,TRICP~7440-23-5,1,2.11,2.11,MG/L,0.1,0.3,,,2,3,, , ,COMMENTS,,10838705,4/12/2019 7:44,LDES_DBL1,4/12/2019 7:44,LDES_DBL1
400183002,CORRECTED,Wisconsin State Laboratory of Hygiene,8/7/2018,113133790,703032,,164930252,LONG080718DUP,1000800,8/7/2018 12:13,8/7/2018 12:13,8/10/2018 13:13,1/11/2019 10:00,WQ030,Central Sands Lake Study,,4,70,Waushara,,DEEP HOLE/INTEGRATED SAMPLER,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY",SU,,CSLS,,0-1.5M,5,,1081704,REREPORTED TO ADD QC FLAG,333941,1/11/2019 10:44,LDES_DBL1,1/11/2019 10:44,LDES_DBL1,410,ALKALINITY TOTAL CACO3,CPA-TR~ALK,1,47.2,47.2,MG/L,2.55,2.55,,,1,3,, , ,COMMENTS,,10744630,1/11/2019 10:44,LDES_DBL1,1/11/2019 10:44,LDES_DBL1
424393005,COMPLETE,Wisconsin State Laboratory of Hygiene,12/13/2018,113133790,10051676,,169205583,PSNT16 121318,,12/13/2018 11:04,12/13/2018 11:10,12/14/2018 11:33,1/22/2019 13:01,WQ030,Central Sands Lake Study,,4,70,Waushara,,MID-SCREEN OF WELL / PERISTALTIC PUMP,PSNT16 MONITORING WELL,HEINC,,,"CATHERINE L HEIN, MICHAELA A KROMREY, JUS",MW,,CSLS,,32.3F,1,,1091774,,335091,1/22/2019 13:44,LDES_DBL1,1/22/2019 13:44,LDES_DBL1,940,CHLORIDE,LACH-CL~16887-00-6,1,32.6,32.6,MG/L,1,3.2,,,1,3,,250 MG/L,125 MG/L,COMMENTS,,10754082,1/22/2019 13:44,LDES_DBL1,1/22/2019 13:44,LDES_DBL1
453036007,COMPLETE,Wisconsin State Laboratory of Hygiene,6/18/2019,113133790,10052284,,197258917,PFL05 061819,,6/18/2019 10:22,6/18/2019 10:26,6/20/2019 14:12,8/1/2019 10:21,WQ030,Central Sands Lake Study,,4,70,Waushara,,MID-SCREEN OF WELL / PERISTALTIC PUMP,PFL05 MONITORING WELL,HEINC,,,"ABIGAIL E. ERNST, MICHAELA A. KROMREY",MW,,CSLS,,24 F,1,,1202358,Analyzed past the 28 days holding time: Method EPA 300.0 analyzed on 07/19/19 1009,354568,8/1/2019 11:14,LDES_DBL1,8/1/2019 11:14,LDES_DBL1,665,PHOSPHORUS TOTAL ,LACH-TPL~7723-14-0,3,0.0147,0.0147,MG/L,0.008,0.027,,,4,3,, , ,COMMENTS,,10961970,8/1/2019 11:14,LDES_DBL1,8/1/2019 11:14,LDES_DBL1
442376005,COMPLETE,Wisconsin State Laboratory of Hygiene,4/23/2019,113133790,10051663,,192771524,PFL02 042319,,4/23/2019 12:32,4/23/2019 12:37,4/25/2019 12:11,5/13/2019 14:40,WQ030,Central Sands Lake Study,,4,70,Waushara,,MID-SCREEN OF WELL / PERISTALTIC PUMP,PFL02 MONITORING WELL,HEINC,,,"MICHAELA A KROMREY, JUSTIN M CHENEVERT",MW,,CSLS,,32.4F,1,,1196529,,346350,5/13/2019 15:44,LDES_DBL1,5/13/2019 15:44,LDES_DBL1,608,NITROGEN NH3-N DISS,LACH-NH3D~7664-41-7,2,ND,,MG/L,0.015,0.048,,,0,3,, , ,COMMENTS,,10867947,5/13/2019 15:44,LDES_DBL1,5/13/2019 15:44,LDES_DBL1
